ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS)
1628942399999,2021-08-14 11:59,9652.6466891730000000,11215.1448928106000000,9568.4612061566000000
1628956799999,2021-08-14 15:59,9690.9176838690000000,11305.3267694618000000,9645.3997473998000000
1628971199999,2021-08-14 19:59,9700.0429165020000000,11326.8294926144000000,9663.7447654184000000
1628985599999,2021-08-14 23:59,9703.5942865770000000,11335.1979507794000000,9670.8843037334000000
1628999999999,2021-08-15 03:59,9683.7985920870000000,11288.5513221014000000,9631.0877980754000000
1629014399999,2021-08-15 07:59,9568.1220374340000000,11015.9707721048000000,9398.5360851728000000
1629028799999,2021-08-15 11:59,9586.5840519390000000,11059.4747136158000000,9435.6514116938000000
1629043199999,2021-08-15 15:59,9611.5540159800000000,11118.3140052260000000,9485.8500705860000000
1629057599999,2021-08-15 19:59,9629.3261960100000000,11160.1924188920000000,9521.5785803120000000
1629071999999,2021-08-15 23:59,9693.9171863640000000,11312.3948053508000000,9651.4298322788000000
1629086399999,2021-08-16 03:59,9733.1406636240000000,11404.8211145228000000,9730.2832079708000000
1629100799999,2021-08-16 07:59,9728.2586794950000000,11393.3171937590000000,9720.4686541490000000
1629115199999,2021-08-16 11:59,9749.4238231650000000,11443.1907962330000000,9763.0182479630000000
1629129599999,2021-08-16 15:59,9629.5540968810000000,11160.7294451282000000,9522.0367434902000000
1629143999999,2021-08-16 19:59,9603.8983862730000000,11100.2742584306000000,9470.4594859766000000
1629158399999,2021-08-16 23:59,9584.3070871830000000,11054.1092676326000000,9431.0738889986000000
1629172799999,2021-08-17 03:59,9637.0114630500000000,11178.3020031800000000,9537.0287466800000000
1629187199999,2021-08-17 07:59,9589.0286209230000000,11065.2351026606000000,9440.5658795066000000
1629201599999,2021-08-17 11:59,9681.2048144610000000,11282.4393374042000000,9625.8733669262000000
1629215999999,2021-08-17 15:59,9566.8016431500000000,11012.8593914000000000,9395.8816151000000000
1629230399999,2021-08-17 19:59,9539.7202746270000000,10949.0447804894000000,9341.4382695434000000
1629244799999,2021-08-17 23:59,9461.1241114650000000,10763.8405664930000000,9183.4315548230000000
1629259199999,2021-08-18 03:59,9453.93081097,10850.4944456732000000,9257.3601899852000000
1629273599999,2021-08-18 07:59,9453.93081097,10825.3384992008000000,9243.28377819
1629287999999,2021-08-18 11:59,9453.93081097,10776.0356376146000000,9243.28377819
1629302399999,2021-08-18 15:59,9453.93081097,11034.5330960000000000,9243.28377819
1629316799999,2021-08-18 19:59,9453.93081097,10813.2493884128000000,9243.28377819
1629331199999,2021-08-18 23:59,9453.93081097,10766.0898153926000000,9243.28377819
1629345599999,2021-08-19 03:59,9453.93081097,10607.5538908118000000,9243.28377819
1629359999999,2021-08-19 07:59,9453.93081097,10755.1855337894000000,9243.28377819
1629374399999,2021-08-19 11:59,9453.93081097,10648.0789020350000000,9243.28377819
1629388799999,2021-08-19 15:59,9453.93081097,11024.7991944452000000,9243.28377819
1629403199999,2021-08-19 19:59,9453.93081097,11248.8619526000000000,9243.28377819
1629417599999,2021-08-19 23:59,9453.93081097,11261.0522073428000000,9243.28377819
1629431999999,2021-08-20 03:59,9476.5287224878000000,11331.8818739756000000,9243.28377819
1629446399999,2021-08-20 07:59,9454.1971785856000000,11278.5982753112000000,9186.0273770616000000
1629460799999,2021-08-20 11:59,9463.1657268598000000,11299.9974463196000000,9203.4558149778000000
1629475199999,2021-08-20 15:59,9644.4381941386000000,11732.5178953172000000,9555.7197316446000000
1629489599999,2021-08-20 19:59,9640.9844047852000000,11724.2770711904000000,9549.0080374572000000
1629503999999,2021-08-20 23:59,9705.4083756259000000,11877.9942087818000000,9674.2021203549000000
1629518399999,2021-08-21 03:59,9655.5191857549000000,11758.9574067398000000,9577.2532472739000000
1629532799999,2021-08-21 07:59,9667.2330020131000000,11786.9068529162000000,9600.0165210141000000
1629547199999,2021-08-21 11:59,9622.5860628439000000,11680.3781866178000000,9513.2548307529000000
1629561599999,2021-08-21 15:59,9691.1279356606000000,11843.9207369612000000,9646.4511673866000000
1629575999999,2021-08-21 19:59,9670.7100050296000000,11795.2030653992000000,9606.7733259456000000
1629590399999,2021-08-21 23:59,9654.8833332439000000,11757.4402474178000000,9576.0176051529000000
1629604799999,2021-08-22 03:59,9651.6667269700000000,11749.7653478000000000,9569.7668250900000000
1629619199999,2021-08-22 07:59,9692.5439691097000000,11847.2994266894000000,9649.2029227767000000
1629633599999,2021-08-22 11:59,9686.1884718688000000,11832.1350580376000000,9636.8523855768000000
1629647999999,2021-08-22 15:59,9625.0830455617000000,11686.3360471934000000,9518.1071777487000000
1629662399999,2021-08-22 19:59,9637.3196738845000000,11715.5329354790000000,9541.8864238995000000
1629676799999,2021-08-22 23:59,9697.0060388734000000,11857.9460320268000000,9657.8739923274000000
1629691199999,2021-08-23 03:59,9800.0323128700000000,12103.7691896000000000,9858.0833199900000000
1629705599999,2021-08-23 07:59,9786.9165932185000000,12072.4747683470000000,9832.5957495735000000
1629719999999,2021-08-23 11:59,9813.6425844745000000,12136.2436236590000000,9884.5319453895000000
1629734399999,2021-08-23 15:59,9727.1585686609000000,11929.8906903518000000,9716.4689262399000000
1629748799999,2021-08-23 19:59,9697.0534754893000000,11858.0592169286000000,9657.9661751523000000
1629763199999,2021-08-23 23:59,9722.2009376545000000,11918.0616640190000000,9706.8348403695000000
1629777599999,2021-08-24 03:59,9706.2854483752000000,11880.0869253704000000,9675.9065219472000000
1629791999999,2021-08-24 07:59,9750.5902383361000000,11985.7992154622000000,9762.0033190671000000
1629806399999,2021-08-24 11:59,9716.2602584803000000,11903.8870612106000000,9695.2904125533000000
1629820799999,2021-08-24 15:59,9603.2955088078000000,11634.3504626156000000,9475.7678024058000000
1629835199999,2021-08-24 19:59,9596.4787661740000000,11618.0855514080000000,9462.5209343340000000
1629849599999,2021-08-24 23:59,9539.0310057397000000,11481.0138189494000000,9350.8836107067000000
1629863999999,2021-08-25 03:59,9569.5034803621000000,11553.7218733142000000,9410.1002883531000000
1629878399999,2021-08-25 07:59,9586.5251511526000000,11594.3359875452000000,9443.1782317986000000
1629892799999,2021-08-25 11:59,9528.5343928597000000,11455.9686491894000000,9330.4857090267000000
1629907199999,2021-08-25 15:59,9654.9459092053000000,11757.5895551606000000,9576.1392080283000000
1629921599999,2021-08-25 19:59,9637.7526591658000000,11716.5660487316000000,9542.7278373438000000
1629935999999,2021-08-25 23:59,9670.1690257504000000,11793.9122758808000000,9605.7220494744000000
1629950399999,2021-08-26 03:59,9563.0298962263000000,11538.2757465026000000,9397.5202747593000000
1629964799999,2021-08-26 07:59,9460.0783096675000000,11292.6307949450000000,9197.4560860125000000
1629979199999,2021-08-26 11:59,9454.4404174033000000,11279.1786489566000000,9186.5000592063000000
1629993599999,2021-08-26 15:59,9450.8180766700000000,11270.5356572000000000,9179.4608217900000000
1630007999999,2021-08-26 19:59,9464.9229002275000000,11304.1901040650000000,9206.8705021725000000
1630022399999,2021-08-26 23:59,9455.2458305839000000,11281.1003840978000000,9188.0652058929000000
1630036799999,2021-08-27 03:59,9453.0617276731000000,11275.8890622362000000,9183.8208732741000000
1630051199999,2021-08-27 07:59,9519.7969719268000000,11435.1209535536000000,9313.5064172148000000
1630065599999,2021-08-27 11:59,9516.8084651251000000,11427.9903047402000000,9307.6988992461000000
1630079999999,2021-08-27 15:59,9590.5713935599000000,11603.9904188498000000,9451.0412306289000000
1630094399999,2021-08-27 19:59,9601.5746698693000000,11630.2444996886000000,9472.4237233323000000
1630108799999,2021-08-27 23:59,9679.9167456730000000,11817.1705691060000000,9624.6646393230000000
1630123199999,2021-08-28 03:59,9658.0242427903000000,11764.9345328306000000,9582.1212849633000000
1630137599999,2021-08-28 07:59,9667.8153621700000000,11788.2963782000000000,9601.1482122900000000
1630151999999,2021-08-28 11:59,9640.0316353084000000,11722.0037403968000000,9547.1565356124000000
1630166399999,2021-08-28 15:59,9653.7983468164000000,11754.8514438128000000,9573.9091682004000000
1630180799999,2021-08-28 19:59,9637.7314640821000000,11716.5154767542000000,9542.6866492731000000
1630195199999,2021-08-28 23:59,9662.2995939595000000,11775.1356231290000000,9590.4295072245000000
1630209599999,2021-08-29 03:59,9594.8750048407000000,11614.2589384514000000,9459.4043703177000000
1630223999999,2021-08-29 07:59,9620.3888391670000000,11675.1355582940000000,9508.9850007570000000
1630238399999,2021-08-29 11:59,9588.0794572906000000,11598.0445992212000000,9446.1986903166000000
1630252799999,2021-08-29 15:59,9619.8690549715000000,11673.8953407530000000,9507.9749123565000000
1630267199999,2021-08-29 19:59,9652.6023385219000000,11751.9977393738000000,9571.5849842109000000
1630281599999,2021-08-29 23:59,9649.4291317051000000,11744.4263919002000000,9565.4185416261000000
1630295999999,2021-08-30 03:59,9568.3034349088000000,11550.8585361176000000,9407.7682590168000000
1630310399999,2021-08-30 07:59,9564.9081843580000000,11542.7573869760000000,9401.1703223580000000
1630324799999,2021-08-30 11:59,9562.1185076272000000,11536.1011514744000000,9395.7491877192000000
1630339199999,2021-08-30 15:59,9573.9150856408000000,11564.2480691816000000,9418.6732910688000000
1630353599999,2021-08-30 19:59,9634.5077927803000000,11708.8237198106000000,9536.4221398533000000
1630367999999,2021-08-30 23:59,9469.2789945727000000,11314.5838495154000000,9215.3356313697000000
1630382399999,2021-08-31 03:59,9486.2118478696000000,11354.9860430792000000,9248.2409771856000000
1630396799999,2021-08-31 07:59,9547.8370583722000000,11502.0252714644000000,9367.9962734142000000
1630411199999,2021-08-31 11:59,9568.8555163747000000,11552.1758157194000000,9408.8411101917000000
1630425599999,2021-08-31 15:59,9511.0857925261000000,11414.3358708422000000,9296.5781201571000000
1630439999999,2021-08-31 19:59,9501.2835709597000000,11390.9475353894000000,9277.5296181267000000
1630454399999,2021-08-31 23:59,9481.1865944533000000,11342.9956680566000000,9238.4754817563000000
1630468799999,2021-09-01 03:59,9475.4094202105000000,11329.2111919310000000,9227.2487904855000000
1630483199999,2021-09-01 07:59,9488.2637338297000000,11359.8818921294000000,9252.2283746967000000
1630497599999,2021-09-01 11:59,9542.9975142607000000,11490.4780032914000000,9358.5916639377000000
1630511999999,2021-09-01 15:59,9520.3066632253000000,11436.3370892006000000,9314.4968922483000000
1630526399999,2021-09-01 19:59,9587.0721861700000000,11595.6412262000000000,9444.2412762900000000
1630540799999,2021-09-01 23:59,9653.7377894344000000,11754.7069524488000000,9573.7914879984000000
1630555199999,2021-09-02 03:59,9729.5071857928000000,11935.4945470856000000,9721.0329567408000000
1630569599999,2021-09-02 07:59,9758.2749701119000000,12004.1351695538000000,9776.9369367009000000
1630583999999,2021-09-02 11:59,9781.1192331817000000,12058.6421284334000000,9821.3298315687000000
1630598399999,2021-09-02 15:59,9727.4341047490000000,11930.5481260580000000,9717.0043711590000000
1630612799999,2021-09-02 19:59,9707.1827069185000000,11882.2278057470000000,9677.6501502735000000
1630627199999,2021-09-02 23:59,9697.7549318308000000,11859.7329085616000000,9659.3293041588000000
1630641599999,2021-09-03 03:59,9720.9877714351000000,11915.1670203602000000,9704.4773136561000000
1630655999999,2021-09-03 07:59,9703.6562487067000000,11873.8135919834000000,9670.7972398437000000
1630670399999,2021-09-03 11:59,9790.8013492738000000,12081.7438893476000000,9840.1449345318000000
1630684799999,2021-09-03 15:59,9829.3461229168000000,12173.7126425336000000,9915.0483831048000000
1630699199999,2021-09-03 19:59,9827.1307320253000000,12168.4266668006000000,9910.7432490483000000
1630713599999,2021-09-03 23:59,9773.7039817558000000,12040.9491609116000000,9806.9198908338000000
1630727999999,2021-09-04 03:59,9801.7915048171000000,12107.9666637242000000,9861.5019298581000000
1630742399999,2021-09-04 07:59,9792.6937674613000000,12086.2592444726000000,9843.8224408443000000
1630756799999,2021-09-04 11:59,9763.9946148418000000,12017.7823788836000000,9788.0518317798000000
1630771199999,2021-09-04 15:59,9761.0262938341000000,12010.6998938582000000,9782.2835405451000000
1630785599999,2021-09-04 19:59,9771.2493892054000000,12035.0924442908000000,9802.1499199794000000
1630799999999,2021-09-04 23:59,9765.2764127608000000,12020.8407794216000000,9790.5427293888000000
1630814399999,2021-09-05 03:59,9739.7989128637000000,11960.0508543974000000,9741.0327070707000000
1630828799999,2021-09-05 07:59,9759.3720680158000000,12006.7528714316000000,9779.0689096938000000
1630843199999,2021-09-05 11:59,9793.8534413266000000,12089.0262540932000000,9846.0760167126000000
1630857599999,2021-09-05 15:59,9795.4854627715000000,12092.9202963530000000,9849.2474981565000000
1630871999999,2021-09-05 19:59,9842.8827163732000000,12206.0112787664000000,9941.3538309252000000
1630886399999,2021-09-05 23:59,9951.1108694836000000,12464.2462445072000000,10151.6718879396000000
1630900799999,2021-09-06 03:59,9934.8017572213000000,12425.3323119926000000,10119.9786482043000000
1630915199999,2021-09-06 07:59,9955.0783872943000000,12473.7128370386000000,10159.3819025073000000
1630929599999,2021-09-06 11:59,9915.1589610799000000,12378.4641298898000000,10081.8071133489000000
1630943999999,2021-09-06 15:59,9935.7262665865000000,12427.5382134830000000,10121.7752326215000000
1630958399999,2021-09-06 19:59,9946.9233265183000000,12454.2546666866000000,10143.5343019713000000
1630972799999,2021-09-06 23:59,10042.6554638530000000,12682.6738394660000000,10329.5690493030000000
1630987199999,2021-09-07 03:59,10041.6724156852000000,12680.3282629904000000,10327.6587073572000000
1631001599999,2021-09-07 07:59,10010.3763606676000000,12605.6551260752000000,10266.8415789636000000
1631015999999,2021-09-07 11:59,9868.8133873456000000,12267.8824808312000000,9991.7444934216000000
1631030399999,2021-09-07 15:59,9436.2913700179000000,11235.8745871658000000,9151.2313026669000000
1631044799999,2021-09-07 19:59,9440.1791539423000000,11245.1509327346000000,9158.7863716353000000
1631059199999,2021-09-07 23:59,9457.2502799281000000,11285.8830482462000000,9191.9604205791000000
1631073599999,2021-09-08 03:59,9415.5343180477000000,11186.3477639654000000,9110.8944520947000000
1631087999999,2021-09-08 07:59,9277.2505269610000000,10856.3993260820000000,8842.1697494910000000
1631102399999,2021-09-08 11:59,9409.8499984573000000,11172.7848412646000000,9099.8482038003000000
1631116799999,2021-09-08 15:59,9378.8910461995000000,11098.9160396090000000,9039.6861618645000000
1631131199999,2021-09-08 19:59,9414.1122288604000000,11182.9546251008000000,9108.1309286844000000
1631145599999,2021-09-08 23:59,9374.9507792107000000,11089.5144681914000000,9032.0291033877000000
1631159999999,2021-09-09 03:59,9367.56866701,11078.1478142234000000,9022.7715941637000000
1631174399999,2021-09-09 07:59,9367.56866701,11144.1057137000000000,9009.08193073
1631188799999,2021-09-09 11:59,9367.56866701,11148.4765774610000000,9009.08193073
1631203199999,2021-09-09 15:59,9367.56866701,11319.0967964510000000,9009.08193073
1631217599999,2021-09-09 19:59,9367.56866701,11216.2911909650000000,9009.08193073
1631231999999,2021-09-09 23:59,9367.56866701,11173.0377011516000000,9009.08193073
1631246399999,2021-09-10 03:59,9393.2628812710000000,11251.2003045074000000,9009.08193073
1631260799999,2021-09-10 07:59,9336.9000565150000000,11116.5439860170000000,8887.9163283285000000
1631275199999,2021-09-10 11:59,9354.1679503360000000,11157.7986786284000000,8920.8998880522000000
1631289599999,2021-09-10 15:59,9262.3399702360000000,10938.4126242884000000,8745.4984350822000000
1631303999999,2021-09-10 19:59,9285.4149002080000000,10993.5408960332000000,8789.5740669306000000
1631318399999,2021-09-10 23:59,9204.8895231910000000,10801.1578694354000000,8635.7618180457000000
1631332799999,2021-09-11 03:59,9196.82539469,10883.2699034072000000,8701.4112509976000000
1631347199999,2021-09-11 07:59,9196.82539469,10847.6503739918000000,8688.03700993
1631361599999,2021-09-11 11:59,9196.82539469,10970.7257096576000000,8688.03700993
1631375999999,2021-09-11 15:59,9196.82539469,10975.2892285706000000,8688.03700993
1631390399999,2021-09-11 19:59,9196.82539469,10923.0483759164000000,8688.03700993
1631404799999,2021-09-11 23:59,9196.82539469,10878.8894068886000000,8688.03700993
1631419199999,2021-09-12 03:59,9196.82539469,10913.2277795432000000,8688.03700993
1631433599999,2021-09-12 07:59,9196.82539469,10923.0387431588000000,8688.03700993
1631447999999,2021-09-12 11:59,9196.82539469,11098.5668521460000000,8688.03700993
1631462399999,2021-09-12 15:59,9196.82539469,11050.6655567906000000,8688.03700993
1631476799999,2021-09-12 19:59,9196.82539469,11054.4897615578000000,8688.03700993
1631491199999,2021-09-12 23:59,9196.82539469,11083.9587752456000000,8688.03700993
1631505599999,2021-09-13 03:59,9196.82539469,10745.0181581426000000,8688.03700993
1631519999999,2021-09-13 07:59,9196.82539469,10709.5792429322000000,8688.03700993
1631534399999,2021-09-13 11:59,9196.82539469,10803.1638912056000000,8688.03700993
1631548799999,2021-09-13 15:59,9196.82539469,10683.2529164114000000,8688.03700993
1631563199999,2021-09-13 19:59,9196.82539469,10774.8484002404000000,8688.03700993
1631577599999,2021-09-13 23:59,9196.82539469,10822.7882266262000000,8688.03700993
1631591999999,2021-09-14 03:59,9196.82539469,10882.0585841390000000,8688.03700993
1631606399999,2021-09-14 07:59,9196.82539469,11010.4560183788000000,8688.03700993
1631620799999,2021-09-14 11:59,9196.82539469,11071.5710489720000000,8688.03700993
1631635199999,2021-09-14 15:59,9196.82539469,11259.5591299148000000,8688.03700993
1631649599999,2021-09-14 19:59,9196.82539469,11192.2430116166000000,8688.03700993
1631663999999,2021-09-14 23:59,9196.82539469,11345.5555733888000000,8688.03700993
1631678399999,2021-09-15 03:59,9187.2230136160000000,11336.8764587912000000,8688.03700993
1631692799999,2021-09-15 07:59,9196.7109841480000000,11360.3225907896000000,8692.9541896636000000
1631707199999,2021-09-15 11:59,9234.5127895030000000,11453.7362576156000000,8764.4346716296000000
1631721599999,2021-09-15 15:59,9305.3860582900000000,11628.8742399200000000,8898.4509008500000000
1631735999999,2021-09-15 19:59,9284.6715655180000000,11577.6857660336000000,8859.2812920676000000
1631750399999,2021-09-15 23:59,9289.1514546445000000,11588.7562127054000000,8867.7524386414000000
1631764799999,2021-09-16 03:59,9239.8083556360000000,11466.8223588152000000,8774.4482044732000000
1631779199999,2021-09-16 07:59,9310.7966183140000000,11642.2445074688000000,8908.6818788308000000
1631793599999,2021-09-16 11:59,9267.0882199645000000,11534.2348046894000000,8826.0324563854000000
1631807999999,2021-09-16 15:59,9279.2921902780000000,11564.3925605456000000,8849.1092822596000000
1631822399999,2021-09-16 19:59,9221.7728307145000000,11422.2539975894000000,8740.3443302854000000
1631836799999,2021-09-16 23:59,9251.7696693490000000,11496.3804755108000000,8797.0661842528000000
1631851199999,2021-09-17 03:59,9267.5579407735000000,11535.3955519802000000,8826.9206644882000000
1631865599999,2021-09-17 07:59,9250.0067545285000000,11492.0240608862000000,8793.7326397342000000
1631879999999,2021-09-17 11:59,9219.1952134120000000,11415.8843366264000000,8735.4702422524000000
1631894399999,2021-09-17 15:59,9231.2754191140000000,11445.7362524288000000,8758.3130381908000000
1631908799999,2021-09-17 19:59,9228.7572478060000000,11439.5134910192000000,8753.5513582372000000
1631923199999,2021-09-17 23:59,9209.1010886410000000,11390.9403108212000000,8716.3829818192000000
1631937599999,2021-09-18 03:59,9269.9689143865000000,11541.3534125558000000,8831.4796413478000000
1631951999999,2021-09-18 07:59,9337.9361511145000000,11709.3101740694000000,8960.0007739654000000
1631966399999,2021-09-18 11:59,9313.1003942320000000,11647.9374672104000000,8913.0381525964000000
1631980799999,2021-09-18 15:59,9317.7615449155000000,11659.4558371106000000,8921.8520516746000000
1631995199999,2021-09-18 19:59,9303.2421043900000000,11623.5762232400000000,8894.3968389700000000
1632009599999,2021-09-18 23:59,9305.8479829030000000,11630.0157216956000000,8899.3243669096000000
1632023999999,2021-09-19 03:59,9262.2029286460000000,11522.1625512272000000,8816.7947235652000000
1632038399999,2021-09-19 07:59,9292.6880040550000000,11597.4955320380000000,8874.4397979880000000
1632052799999,2021-09-19 11:59,9211.8053941285000000,11397.6230364062000000,8721.4966280542000000
1632067199999,2021-09-19 15:59,9242.8917511540000000,11474.4418700768000000,8780.2786825588000000
1632081599999,2021-09-19 19:59,9216.5795896540000000,11409.4207562768000000,8730.5242867588000000
1632095999999,2021-09-19 23:59,9203.4264324775000000,11376.9174239450000000,8705.6526171250000000
1632110399999,2021-09-20 03:59,9196.40654090,10967.7684530744000000,8392.5703174204000000
1632124799999,2021-09-20 07:59,9196.40654090,10794.8917606166000000,8379.73053236
1632139199999,2021-09-20 11:59,9196.40654090,10533.5694960650000000,8379.73053236
1632153599999,2021-09-20 15:59,9196.40654090,10558.8867912272000000,8379.73053236
1632167999999,2021-09-20 19:59,9196.40654090,10560.1799889350000000,8379.73053236
1632182399999,2021-09-20 23:59,9196.40654090,10359.1852770428000000,8379.73053236
1632196799999,2021-09-21 03:59,9196.40654090,10279.0864894094000000,8379.73053236
1632211199999,2021-09-21 07:59,9196.40654090,10427.9270434658000000,8379.73053236
1632225599999,2021-09-21 11:59,9196.40654090,10425.0131342918000000,8379.73053236
1632239999999,2021-09-21 15:59,9196.40654090,10372.9577122214000000,8379.73053236
1632254399999,2021-09-21 19:59,9196.40654090,10117.8871073522000000,8379.73053236
1632268799999,2021-09-21 23:59,9196.40654090,9809.8194783572000000,8379.73053236
1632283199999,2021-09-22 03:59,9196.40654090,10127.1490037846000000,8379.73053236
1632297599999,2021-09-22 07:59,9196.40654090,10244.6469728000000000,8379.73053236
1632311999999,2021-09-22 11:59,9196.40654090,10097.3428435808000000,8379.73053236
